"id"	"class_anki"	"sbs_class"	"sbs_category"	"sbs_patimokkha"	"sbs_meaning"	"sbs_notes"	"sbs_source_1"	"sbs_sutta_1"	"sbs_example_1"	"sbs_chant_pali_1"	"sbs_chant_eng_1"	"sbs_chapter_1"	"sbs_source_2"	"sbs_sutta_2"	"sbs_example_2"	"sbs_chant_pali_2"	"sbs_chant_eng_2"	"sbs_chapter_2"	"sbs_source_3"	"sbs_sutta_3"	"sbs_example_3"	"sbs_chant_pali_3"	"sbs_chant_eng_3"	"sbs_chapter_3"	"sbs_source_4"	"sbs_sutta_4"	"sbs_example_4"	"sbs_chant_pali_4"	"sbs_chant_eng_4"	"sbs_chapter_4"	"sbs_index"
"34844"	""	"19"	"sn35"	""	""	""	"SN35.70"	"upavāṇa sandiṭṭhikasuttaṃ"	"puna caparaṃ, upavāṇa, bhikkhu manasā dhammaṃ viññāya dhammappaṭisaṃvedī ca hoti <b>dhammarāgappaṭisaṃvedī</b> ca."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"34845"	""	"18"	""	""	""	""	""	""	""	""	""	""	"DN2.32"	"sāmaññaphalasuttaṃ"	"khat'āyaṃ, bhikkhave, rājā. upahat'āyaṃ, bhikkhave, rājā. sac'āyaṃ, bhikkhave, rājā pitaraṃ dhammikaṃ <b>dhammarājānaṃ</b> jīvitā na voropessatha, imasmiññ'eva āsane virajaṃ vītamalaṃ dhammacakkhuṃ uppajjissathā'ti."	""	""	""	"MN91"	"brahmāyusuttaṃ"	"sace agāraṃ ajjhāvasati, rājā hoti cakkavattī dhammiko <b>dhammarājā</b> cāturanto vijitāvī janapadatthāvariyappatto sattaratanasamannāgato. tass'imāni satta ratanāni bhavanti"	""	""	""	""	""	""	""	""	""	""
"34846"	""	"18"	""	""	""	""	"Thai"	""	"ekadā <b>dhammarājā</b> pi gelaññen'ābhipīḷito cundattherena taññ'eva bhaṇāpetvāna sādaraṃ sammoditvā ca ābādhā tamhā vuṭṭhāsi ṭhānaso."	"Bojjh'aṅga-parittaṃ"	""	"Protective Recitations"	"SN1.48"	"jetavanasuttaṃ"	"idañ'hi taṃ jetavanaṃ,
isisaṅghanisevitaṃ,
āvutthaṃ <b>dhammarājena</b>,
pītisañjananaṃ mama."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"59"
"34848"	"11"	"19"	""	""	""	""	"MN48"	"kosambiyasuttaṃ"	"bhikkhu ye te lābhā dhammikā <b>dhammaladdhā</b> antamaso pattapariyāpannamattam'pi, tathārūpehi lābhehi appaṭivibhattabhogī hoti sīlavantehi sabrahmacārīhi sādhāraṇabhogī."	"Cha sāraṇīya-dhammā"	"Principles of Cordiality"	"Teachings"	"AN7.64"	"kodhanasuttaṃ"	"kodhanassa, bhikkhave, purisapuggalassa kodh'ābhibhūtassa kodhaparetassa, ye'pi'ssa te honti bhogā uṭṭhānavīriy'ādhigatā bāhābalaparicitā sed'āvakkhittā dhammikā <b>dhammaladdhā</b>, te'pi rājāno rājakosaṃ pavesenti kodh'ābhibhūtassa."	""	""	""	"SN1.33"	"sādhusuttaṃ"	"yo <b>dhammaladdhassa</b> dadāti dānaṃ,
uṭṭhānavīriy'ādhigatassa jantu,
atikkamma so vetaraṇiṃ yamassa,
dibbāni ṭhānāni upeti macco'ti."	""	""	""	""	""	""	""	""	""	"27"
"34855"	""	"19"	""	""	""	""	"SN22.57"	"sattaṭṭhānasuttaṃ"	"katame ca, bhikkhave, saṅkhārā? cha'y'ime, bhikkhave, cetanākāyā, rūpasañcetanā, saddasañcetanā, gandhasañcetanā, rasasañcetanā, phoṭṭhabbasañcetanā, <b>dhammasañcetanā</b>."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"34856"	""	"19"	""	""	""	""	"SN35.117"	"kāmaguṇasuttaṃ"	"tasmā't'iha, bhikkhave ... se āyatane veditabbe yattha mano ca nirujjhati, <b>dhammasaññā</b> ca nirujjhati, se āyatane veditabbe'ti. idaṃ vatvā bhagavā uṭṭhāy'āsanā vihāraṃ pāvisi."	""	""	""	"AN6.63"	"nibbedhikasuttaṃ"	"kiñ'c'etaṃ paṭicca vuttaṃ? cha'y'imā, bhikkhave, saññā, rūpasaññā, saddasaññā, gandhasaññā, rasasaññā, phoṭṭhabbasaññā, <b>dhammasaññā</b>."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"34865"	""	"19"	""	""	""	""	"SN1.37"	"samayasuttaṃ"	"mahāsamayo pavanasmiṃ,
devakāyā samāgatā,
āgat'amha imaṃ <b>dhammasamayaṃ</b>,
dakkhitāye aparājitasaṅghan'ti."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"34874"	""	"19"	"sn35"	""	""	""	"MN75"	"māgaṇḍiyasuttaṃ"	"kāyo kho, māgaṇḍiya, phoṭṭhabb'ārāmo phoṭṭhabbarato ... mano kho, māgaṇḍiya, dhamm'ārāmo dhammarato <b>dhammasammudito</b>. so tathāgatassa danto gutto rakkhito saṃvuto, tassa ca saṃvarāya dhammaṃ deseti."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"34875"	""	"19"	"sn47"	""	""	""	"SN47.14"	"ukkacelasuttaṃ"	"tasmā'tih'ānanda, attadīpā viharatha attasaraṇā anaññasaraṇā, dhammadīpā <b>dhammasaraṇā</b> anaññasaraṇā"	"Pakiṇṇaka-gāthā"	"Miscellaneous Verses"	"Verses"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"16"
"34885"	""	"19"	""	""	""	""	"SNP16"	"maṅgalasuttaṃ
cūḷavaggo 4"	"khantī ca sovacassatā, samaṇānañ'ca dassanaṃ.
kālena <b>dhammasākacchā</b>, etaṃ maṅgalam'uttamaṃ."	"Maṅgala-sutta"	"The Highest Blessings"	"Protective Recitations"	"AN4.147"	"dutiyakālasuttaṃ"	"kālena dhammassavanaṃ, kālena <b>dhammasākacchā</b>, kālena sammasanā, kālena vipassanā"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"53"
"34898"	"28"	"19"	""	""	""	""	"SNP16"	"maṅgalasuttaṃ
cūḷavaggo 4"	"gāravo ca nivāto ca, santuṭṭhi ca kataññutā.
kālena <b>dhammassavanaṃ</b>, etaṃ maṅgalam'uttamaṃ."	"Maṅgala-sutta"	"The Highest Blessings"	"Protective Recitations"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"53"
"34902"	""	"19"	""	""	""	""	"MN140"	"dhātuvibhaṅgasuttaṃ"	"paṇḍito, bhikkhave, pukkusāti kulaputto paccapādi <b>dhammass'ānudhammaṃ</b>, na ca maṃ dhamm'ādhikaraṇaṃ vihesesi."	""	""	""	"UD10"	"bāhiyasuttaṃ"	"tassa kā gati, ko abhisamparāyo'ti? paṇḍito, bhikkhave, bāhiyo dārucīriyo paccapādi <b>dhammass'ānudhammaṃ</b>, na ca maṃ dhamm'ādhikaraṇaṃ vihesesi. parinibbuto, bhikkhave, bāhiyo dārucīriyo'ti."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"34903"	""	"19"	""	""	""	""	"MN18"	"madhupiṇḍikasuttaṃ"	"so h'āvuso, bhagavā jānaṃ jānāti, passaṃ passati, cakkhubhūto ñāṇabhūto dhammabhūto brahmabhūto, vattā pavattā, atthassa ninnetā, amatassa dātā, <b>dhammassāmī</b> tathāgato"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"34905"	"12"	"19"	""	""	""	""	"SNP13"	"ratanasuttaṃ
cūḷavaggo 1"	"vanappagumbe yatha phussit'agge,
gimhānamāse paṭhamasmiṃ gimhe,
tath'ūpamaṃ <b>dhammavaraṃ</b> adesayi,
nibbānagāmiṃ paramaṃ hitāya,
idam'pi buddhe ratanaṃ paṇītaṃ,
etena saccena suvatthi hotu."	"Ratana-sutta"	""	"Protective Recitations"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"54"
"34907"	"20"	"19"	"sn22"	"pat"	""	""	"AN10.176"	"cundasuttaṃ"	"kālavādī bhūtavādī atthavādī <b>dhammavādī</b> vinayavādī nidhānavatiṃ vācaṃ bhāsitā hoti kālena sāpadesaṃ pariyantavatiṃ atthasaṃhitaṃ"	"Anupubba-sikkhā"	"The Gradual Training"	"Teachings"	"SN22.94"	"pupphasuttaṃ"	"n'āhaṃ, bhikkhave, lokena vivadāmi, loko'va mayā vivadati. na, bhikkhave, <b>dhammavādī</b> kenaci lokasmiṃ vivadati."	""	""	""	"VIN PAT SA 11"	"bhedānuvattaka sikkhāpada"	"<b>dhammavādī</b> c'eso bhikkhu vinayavādī c'eso bhikkhu amhākañ'c'eso bhikkhu chandañ'ca ruciñ'ca ādāya voharati, jānāti no bhāsati amhākam'p'etaṃ khamatī'ti"	""	""	""	""	""	""	""	""	""	"19"
"34910"	"1"	"19"	"sn46"	""	""	""	"Thai"	""	"bojjh'aṅgo satisaṅkhāto <b>dhammānaṃ</b> <b>vicayo</b> tathā viriyam'pītipassaddhi bojjh'aṅgā ca tathā'pare samādh'upekkhabojjh'aṅgā."	"Bojjh'aṅga-parittaṃ"	""	"Protective Recitations"	"SN46.53"	"aggisuttaṃ"	"yasmiñ'ca kho, bhikkhave, samaye līnaṃ cittaṃ hoti, kālo tasmiṃ samaye <b>dhammavicaya</b>sambojjh'aṅgassa bhāvanāya, kālo vīriyasambojjh'aṅgassa bhāvanāya, kālo pītisambojjh'aṅgassa bhāvanāya."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"59"
"34911"	""	"19"	"sn46"	""	""	""	"SN46.3"	"sīlasuttaṃ"	"yasmiṃ samaye, bhikkhave, bhikkhu tathā sato viharanto taṃ dhammaṃ paññāya pavicinati pavicarati parivīmaṃsam'āpajjati, <b>dhammavicayasambojjh'aṅgo</b> tasmiṃ samaye bhikkhuno āraddho hoti."	""	""	""	"SN46.53"	"aggisuttaṃ"	"yasmiñ'ca kho, bhikkhave, samaye līnaṃ cittaṃ hoti, kālo tasmiṃ samaye <b>dhammavicayasambojjh'aṅgassa</b> bhāvanāya, kālo vīriyasambojjh'aṅgassa bhāvanāya, kālo pītisambojjh'aṅgassa bhāvanāya."	""	""	""	"MN2.8"	"sabbāsavasuttaṃ"	"paṭisaṅkhā yoniso <b>dhammavicayasambojjh'aṅgaṃ</b> bhāveti vivekanissitaṃ virāganissitaṃ nirodhanissitaṃ vossaggapariṇāmiṃ."	""	""	""	""	""	""	""	""	""	""
"34912"	""	"19"	""	""	""	""	"MN10"	"mahāsatipaṭṭhānasuttaṃ"	"rūpavicāro loke ... saddavicāro loke ... gandhavicāro loke ... rasavicāro loke ... phoṭṭhabbavicāro loke ... <b>dhammavicāro</b> loke piyarūpaṃ sātarūpaṃ, etth'esā taṇhā uppajjamānā uppajjati, ettha nivisamānā nivisati. idaṃ vuccati, bhikkhave, dukkhasamudayaṃ ariyasaccaṃ."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"34913"	""	"19"	""	""	""	""	"AN3.102"	"paṃsudhovakasuttaṃ"	"tasmiṃ pahīne tasmiṃ byantīkate ath'āparaṃ <b>dhammavitakka</b>-avasissati. so hoti samādhi na c'eva santo na ca paṇīto nappaṭippassaddhaladdho na ekodibhāv'ādhigato sasaṅkhāraniggayhavāritagato hoti."	""	""	""	"MN10"	"mahāsatipaṭṭhānasuttaṃ"	"rūpavitakko loke ... saddavitakko loke ... gandhavitakko loke ... rasavitakko loke ... phoṭṭhabbavitakko loke ... <b>dhammavitakko</b> loke piyarūpaṃ sātarūpaṃ, etth'esā taṇhā uppajjamānā uppajjati, ettha nivisamānā nivisati."	""	""	""	"AN5.73"	"paṭhamadhammavihārīsuttaṃ"	"so tehi <b>dhammavitakkehi</b> divasaṃ atināmeti, riñcati paṭisallānaṃ, n'ānuyuñjati ajjhattaṃ cetosamathaṃ."	""	""	""	""	""	""	""	""	""	""
"34917"	"9"	"19"	"mn107"	""	""	""	"MN107"	"gaṇakamoggallānasuttaṃ"	"sakkā nu kho, bho gotama, imasmim'pi <b>dhammavinaye</b> evam'eva anupubbasikkhā anupubbakiriyā anupubbapaṭipadā paññapetun'ti"	"Anupubba-sikkhā"	"The Gradual Training"	"Teachings"	"SN56.48"	"dutiyachiggaḷayugasuttaṃ"	"evaṃ adhiccam'idaṃ, bhikkhave, yaṃ manussattaṃ labhati. evaṃ adhiccam'idaṃ, bhikkhave, yaṃ tathāgato loke uppajjati arahaṃ sammāsambuddho. evaṃ adhiccam'idaṃ, bhikkhave, yaṃ tathāgatappavedito <b>dhammavinayo</b> loke dibbati."	""	""	""	"SN6.14"	"aruṇavatīsuttaṃ"	"yo imasmiṃ <b>dhammavinaye</b>, appamatto vihassati.
pahāya jātisaṃsāraṃ, dukkhass'antaṃ karissati."	""	""	""	""	""	""	""	""	""	"19"
"34918"	""	"19"	""	""	""	""	"DHP144"	"daṇḍavaggo"	"asso yathā bhadro kasāniviṭṭho,
ātāpino saṃvegino bhavātha,
saddhāya sīlena ca vīriyena ca,
samādhinā <b>dhammavinicchayena</b> ca,
sampannavijjācaraṇā patissatā,
jahissatha dukkham'idaṃ anappakaṃ."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"34920"	""	"19"	"sn35"	""	""	""	"SN35.136"	"paṭhamarūpārāmasuttaṃ"	"<b>dhammavipariṇāmavirāganirodhā</b> dukkhā, bhikkhave, devamanussā viharanti."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"34922"	""	"19"	""	""	""	""	"AN5.73"	"paṭhamadhammavihārīsuttaṃ"	"so tāya dhammapariyattiyā na divasaṃ atināmeti, n'āpi riñcati paṭisallānaṃ, anuyuñjati ajjhattaṃ cetosamathaṃ. evaṃ kho, bhikkhu, bhikkhu <b>dhammavihārī</b> hoti."	""	""	""	"AN5.73"	"paṭhamadhammavihārīsuttaṃ"	"iti kho, bhikkhu, desito mayā pariyattibahulo, desito paññattibahulo, desito sajjhāyabahulo, desito vitakkabahulo, desito <b>dhammavihārī</b>."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"34924"	"19"	"19"	""	""	""	""	""	""	""	""	""	""	"MN33"	"mahāgopālakasuttaṃ"	"idha, bhikkhave, bhikkhu tathāgatappavedite dhammavinaye desiyamāne na labhati atthavedaṃ, na labhati <b>dhammavedaṃ</b>, na labhati dhamm'ūpasaṃhitaṃ pāmojjaṃ."	""	""	""	"MN7"	"vatthasuttaṃ"	"yathodhi kho pan'assa cattaṃ hoti vantaṃ muttaṃ pahīnaṃ paṭinissaṭṭhaṃ, so buddhe aveccappasādena samannāgatomhī'ti labhati atthavedaṃ, labhati <b>dhammavedaṃ</b>, labhati dhamm'ūpasaṃhitaṃ pāmojjaṃ."	""	""	""	""	""	""	""	""	""	""
"34928"	""	""	""	""	""	""	"DHP168"	"lokavaggo"	"uttiṭṭhe nappamajjeyya,
<b>dhammaṃ</b> sucaritaṃ <b>care</b>,
dhammacārī sukhaṃ seti,
asmiṃ loke paramhi ca."	""	""	""	"SN1.32"	"maccharisuttaṃ"	"<b>dhammaṃ care</b> yo'pi samuñjakaṃ care,
dārañ'ca posaṃ dadam'appakasmiṃ,
sataṃ sahassānaṃ sahassayāginaṃ,
kalam'pi n'āgghanti tathāvidhassa te'ti."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"34930"	""	""	""	""	""	""	"AN4.157"	"rogasuttaṃ"	"so saṅkhāya kulāni upasaṅkamati saṅkhāya nisīdati saṅkhāya <b>dhammaṃ bhāsati</b> saṅkhāya uccārapassāvaṃ sandhāreti"	""	""	""	"AN8.2"	"paññāsuttaṃ"	"saṅghagato kho pana anānākathiko hoti atiracchānakathiko. sāmaṃ vā <b>dhammaṃ bhāsati</b>, paraṃ vā ajjhesati, ariyaṃ vā tuṇhībhāvaṃ n'ātimaññati."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"34936"	""	"19"	""	""	""	""	"UD10"	"bāhiyasuttaṃ"	"tassa kā gati, ko abhisamparāyo'ti? paṇḍito, bhikkhave, bāhiyo dārucīriyo paccapādi dhammass'ānudhammaṃ, na ca maṃ <b>dhamm'ādhikaraṇaṃ</b> vihesesi. parinibbuto, bhikkhave, bāhiyo dārucīriyo'ti."	""	""	""	"MN140"	"dhātuvibhaṅgasuttaṃ"	"paṇḍito, bhikkhave, pukkusāti kulaputto paccapādi dhammass'ānudhammaṃ, na ca maṃ <b>dhamm'ādhikaraṇaṃ</b> vihesesi."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"34937"	""	"19"	""	""	""	""	"AN3.40"	"ādhipateyyasuttaṃ"	"passanti devā ca tathāgatā ca,
lokasmiṃ bālaṃ visamaṃ carantaṃ,
tasmā hi att'ādhipateyyako ca,
lok'ādhipo ca nipako ca jhāyī,
<b>dhamm'ādhipo</b> ca anudhammacārī,
na hīyati saccaparakkamo muni."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"34939"	""	"19"	""	""	""	""	"AN3.40"	"ādhipateyyasuttaṃ"	"tīṇ'imāni, bhikkhave, ādhipateyyāni. katamāni tīṇi? att'ādhipateyyaṃ, lok'ādhipateyyaṃ, <b>dhamm'ādhipateyyaṃ</b>."	""	""	""	"AN3.40"	"ādhipateyyasuttaṃ"	"so dhammaṃ'y'eva adhipatiṃ karitvā akusalaṃ pajahati, kusalaṃ bhāveti, sāvajjaṃ pajahati, anavajjaṃ bhāveti, suddhaṃ attānaṃ pariharati. idaṃ vuccati, bhikkhave, <b>dhamm'ādhipateyyaṃ</b>."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"34949"	""	"19"	""	""	""	""	"DN16.27"	"mahāparinibbānasuttaṃ"	"yo kho, ānanda, bhikkhu vā bhikkhunī vā upāsako vā upāsikā vā <b>dhamm'ānudhamma</b>ppaṭipanno viharati sāmīcippaṭipanno anudhammacārī so tathāgataṃ sakkaroti garuṃ karoti māneti pūjeti apaciyati paramāya pūjāya"	"Paramāya pūjāyañca paṇidhiñca"	"The Highest Honour and Aspirations"	"Sharing of Merits"	"MN75"	"māgaṇḍiyasuttaṃ"	"yato kho tvaṃ, māgaṇḍiya, sappurise bhajissasi tato tvaṃ, māgaṇḍiya, saddhammaṃ sossasi. yato kho tvaṃ, māgaṇḍiya, saddhammaṃ sossasi tato tvaṃ, māgaṇḍiya, <b>dhamm'ānudhammaṃ</b> paṭipajjissasi."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"74"
"34952"	""	"19"	""	""	""	""	"DN16.27"	"mahāparinibbānasuttaṃ"	"yo kho bhikkhu vā bhikkhunī vā upāsako vā upāsikā vā <b>dhamm'ānudhammappaṭipanno</b> viharati sāmīcippaṭipanno anudhammacārī"	"Paramāya pūjāyañca paṇidhiñca"	"The Highest Honour and Aspirations"	"Sharing of Merits"	"AN4.186"	"ummaggasuttaṃ"	"catuppadāya ce'pi, bhikkhu, gāthāya attham'aññāya dhammam'aññāya <b>dhamm'ānudhammappaṭipanno</b> hoti bahussuto dhammadharo'ti alaṃ vacanāyā'ti."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"74"
"34955"	"8"	"19"	"sn47"	""	""	""	"MN118"	"ānāpānassatisuttaṃ"	"yasmiṃ samaye, bhikkhave, bhikkhu anicc'ānupassī assasissāmī'ti sikkhati ... dhammesu <b>dhamm'ānupassī</b>, bhikkhave, tasmiṃ samaye bhikkhu viharati ātāpī sampajāno satimā vineyya loke abhijjhādomanassaṃ."	"Ariy'aṭṭhaṅgika-magga"	"The Noble Eightfold Path"	"Teachings"	""	""	""	""	""	""	"DN22.10"	"mahāsatipaṭṭhānasuttaṃ"	"kathañ'ca pana, bhikkhave, bhikkhu dhammesu <b>dhamm'ānupassī</b> viharati pañcasu nīvaraṇesu"	""	""	""	""	""	""	""	""	""	"22"
"34957"	""	"19"	""	""	""	""	"Trad"	""	"bhavatu sabbamaṅgalaṃ,
rakkhantu sabbadevatā,
sabba<b>dhamm'ānubhāvena</b>,
sadā sotthi bhavantu te"	"Bhavatu-sabba-maṅgalaṃ"	""	"Protective Recitations"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"64"
"34958"	""	"19"	""	""	""	""	"SN25.1"	"cakkhusuttaṃ"	"yassa kho, bhikkhave, ime dhammā evaṃ paññāya mattaso nijjhānaṃ khamanti, ayaṃ vuccati <b>dhamm'ānusārī</b>, okkanto sammattaniyāmaṃ, sappurisabhūmiṃ okkanto, vītivatto puthujjanabhūmiṃ"	""	""	""	"MN34"	"cūḷagopālakasuttaṃ"	"evam'eva kho, bhikkhave, ye te bhikkhū <b>dhamm'ānusārino</b> saddh'ānusārino, te'pi tiriyaṃ mārassa sotaṃ chetvā sotthinā pāraṃ gamissanti."	""	""	""	"MN70"	"kīṭāgirisuttaṃ"	"<b>dhamm'ānusārī</b> idha, bhikkhave, ekacco puggalo ye te santā vimokkhā atikkamma rūpe āruppā te na kāyena phusitvā viharati, paññāya c'assa disvā ekacce āsavā parikkhīṇā honti,"	""	""	""	"MN70"	"kīṭāgirisuttaṃ"	"<b>dhamm'ānusārī</b> … tathāgatappaveditā c'assa dhammā paññāya mattaso nijjhānaṃ khamanti, api c'assa ime dhammā honti, seyyath'idaṃ, saddh'indriyaṃ, vīriy'indriyaṃ, sat'indriyaṃ, samādh'indriyaṃ, paññ'indriyaṃ."	""	""	""	""
"34961"	""	"19"	""	""	""	""	"DHP86"	"paṇḍitavaggo"	"ye ca kho samma'd'akkhāte,
dhamme <b>dhamm'ānuvattino</b>,
te janā pāram'essanti,
maccudheyyaṃ suduttaraṃ."	"Ti-lakkhaṇā"	"The Three Characteristics"	"Verses"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"11"
"34966"	""	"19"	""	""	""	""	"DHP364"	"bhikkhuvaggo"	"<b>dhamm'ārāmo</b> dhammarato,
dhammaṃ anuvicintayaṃ,
dhammaṃ anussaraṃ bhikkhu,
saddhammā na parihāyati."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"34967"	""	"19"	"sn35"	""	""	""	"SN35.136"	"paṭhamarūpārāmasuttaṃ"	"<b>dhammārāmā</b>, bhikkhave, devamanussā dhammaratā dhammasammuditā. dhammavipariṇāmavirāganirodhā dukkhā, bhikkhave, devamanussā viharanti."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"34969"	""	"11"	""	"pat"	""	""	"VIN PAT PC 79"	"kammappaṭibāhanasikkhāpadaṃ"	"yo pana bhikkhu <b>dhammikānaṃ</b> kammānaṃ chandaṃ datvā pacchā khīyanadhammaṃ āpajjeyya, pācittiyaṃ."	""	""	""	"AN4.62"	"ānaṇyasuttaṃ"	"katamañ'ca, gahapati, atthisukhaṃ? idha, gahapati, kulaputtassa bhogā honti uṭṭhānavīriy'ādhigatā bāhābalaparicitā sed'āvakkhittā <b>dhammikā</b> dhammaladdhā."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"34970"	"11"	"11"	""	""	""	""	"MN48"	"kosambiyasuttaṃ"	"bhikkhu ye te lābhā <b>dhammikā</b> dhammaladdhā antamaso pattapariyāpannamattam'pi, tathārūpehi lābhehi appaṭivibhattabhogī hoti sīlavantehi sabrahmacārīhi sādhāraṇabhogī."	"Cha sāraṇīya-dhammā"	"Principles of Cordiality"	"Teachings"	"DHP84"	"paṇḍitavaggo"	"na attahetu na parassa hetu,
na puttam'icche na dhanaṃ na raṭṭhaṃ,
na iccheyya adhammena samiddhim'attano,
sa sīlavā paññavā <b>dhammiko</b> siyā."	""	""	""	"MN91"	"brahmāyusuttaṃ"	"sace agāraṃ ajjhāvasati, rājā hoti cakkavattī <b>dhammiko</b> dhammarājā cāturanto vijitāvī janapadatthāvariyappatto sattaratanasamannāgato. tass'imāni satta ratanāni bhavanti"	""	""	""	"AN4.61"	"pattakammasuttaṃ"	"sa kho so, gahapati, ariyasāvako uṭṭhānavīriy'ādhigatehi bhogehi bāhābalaparicitehi sed'āvakkhittehi <b>dhammikehi</b> dhammaladdhehi imāni cattāri pattakammāni kattā hoti."	""	""	""	"27"
"34978"	""	"11"	""	""	""	""	"UD73"	"tatiya nibbāna paṭisaṃyuttasuttaṃ"	"tena kho pana samayena bhagavā bhikkhū nibbānapaṭisaṃyuttāya <b>dhammiyā</b> kathāya sandasseti samādapeti samuttejeti sampahaṃseti"	""	""	""	"SN22.1"	"nakulapitusuttaṃ"	"kathañ'hi no siyā, bhante! idān'āhaṃ, bhante, bhagavatā <b>dhammiyā</b> kathāya amatena abhisitto'ti."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"34980"	"8"	""	""	""	""	""	"MN91"	"brahmāyusuttaṃ"	"so bhuttāvī anumodati, na taṃ bhattaṃ garahati, na aññaṃ bhattaṃ paṭikaṅkhati, añña'd'atthu <b>dhammiyā kathāya</b> taṃ parisaṃ sandasseti samādapeti samuttejeti sampahaṃseti."	""	""	""	"SN22.1"	"nakulapitusuttaṃ"	"kathañ'hi no siyā, bhante! idān'āhaṃ, bhante, bhagavatā <b>dhammiyā kathāya</b> amatena abhisitto'ti."	""	""	""	"SN47.10"	"bhikkhunupassayasuttaṃ"	"āyasmā ānando tā bhikkhuniyo <b>dhammiyā kathāya</b> sandassetvā samādapetvā samuttejetvā sampahaṃsetvā uṭṭhāyaāsanā pakkāmi"	""	""	""	""	""	""	""	""	""	""
"34982"	""	""	""	""	""	""	"SN22.1"	"nakulapitusuttaṃ"	"alattha no ajja bhagavato sammukhā <b>dhammiṃ kathaṃ</b> savanāyā'ti?"	""	""	""	"MN26"	"pāsarāsisuttaṃ"	"cirassutā no, āvuso ānanda, bhagavato sammukhā <b>dhammī kathā</b>. sādhu mayaṃ, āvuso ānanda, labheyyāma bhagavato sammukhā <b>dhammiṃ kathaṃ</b> savanāyā'ti."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"34983"	"8"	"5"	""	""	""	""	"SN22.1"	"nakulapitusuttaṃ"	"alattha no ajja bhagavato sammukhā <b>dhammiṃ</b> kathaṃ savanāyā'ti?"	""	""	""	"MN26"	"pāsarāsisuttaṃ"	"cirassutā no, āvuso ānanda, bhagavato sammukhā <b>dhammī</b> kathā. sādhu mayaṃ, āvuso ānanda, labheyyāma bhagavato sammukhā <b>dhammiṃ</b> kathaṃ savanāyā'ti."	""	""	""	"SN47.10"	"bhikkhunupassayasuttaṃ"	"āyasmā ānando tā bhikkhuniyo <b>dhammiyā</b> kathāya sandassetvā samādapetvā samuttejetvā sampahaṃsetvā uṭṭhāy'āsanā pakkāmi"	""	""	""	""	""	""	""	""	""	""
"34984"	""	"5"	""	""	""	""	"SN1.11"	"nandanasuttaṃ"	"na tvaṃ bāle pajānāsi,
yathā arahataṃ vaco,
aniccā sabbasaṅkhārā,
uppādavaya<b>dhammino</b>,
uppajjitvā nirujjhanti,
tesaṃ vūpasamo sukho'ti."	"Anicc'ānussati"	"Recollection of Impermanence"	"Reflections"	"AN5.57"	"abhiṇhapaccavekkhitabbaṭhānasuttaṃ"	"byādhidhammā jarādhammā,
atho maraṇa<b>dhammino</b>,
yathā dhammā tathā sattā,
jigucchanti puthujjanā."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"38"
