"id"	"sbs_class"	"sbs_meaning"	"sbs_notes"	"sbs_source_1"	"sbs_sutta_1"	"sbs_example_1"	"sbs_chant_pali_1"	"sbs_chant_eng_1"	"sbs_chapter_1"	"sbs_source_2"	"sbs_sutta_2"	"sbs_example_2"	"sbs_chant_pali_2"	"sbs_chant_eng_2"	"sbs_chapter_2"	"dhp_source"	"dhp_sutta"	"dhp_example"	"pat_source"	"pat_sutta"	"pat_example"	"vib_source"	"vib_sutta"	"vib_example"	"class_source"	"class_sutta"	"class_example"	"class_example_translation"	"class_extra"	"class_anki"	"discourses_source"	"discourses_sutta"	"discourses_example"	"extra_source"	"extra_sutta"	"extra_example"	"sbs_index"
"75761"	"11"	""	""	"DN16.36"	"mahāparinibbānasuttaṃ"	"handa dāni, bhikkhave, āmantayāmi vo, vayadhammā saṅkhārā appamādena sampādethā'ti. ayaṃ tathāgatassa <b>pacchimā</b> vācā."	"Buddha-pacchima-ovāda"	"The Buddha's Final Instruction"	"Teachings"	"AN10.48"	"pabbajitābhiṇhasuttaṃ"	"atthi nu kho me uttarimanussadhammā alam'ariyañāṇadassanaviseso adhigato, so'haṃ <b>pacchime</b> kāle sabrahmacārīhi puṭṭho na maṅku bhavissāmī'ti"	"Dasadhammā-pabbajita-abhiṇha-paccavekkhaṇā"	"Ten Subjects for Frequent Reflection by One Who Has Gone Forth"	"Reflections"	""	""	""	""	""	""	""	""	""	"UD45"	"uposathasuttaṃ"	"tatiyampi kho āyasmā ānando abhikkantāya rattiyā, nikkhante <b>pacchime</b> yāme, uddhaste aruṇe, nandimukhiyā rattiyā uṭṭhāyāsanā ekaṃsaṃ uttarāsaṅgaṃ karitvā yena bhagavā tenañjaliṃ paṇāmetvā bhagavantaṃ etadavoca."	"And then for the third time, when the night had progressed, when the final watch had passed, when dawn had risen and the night had a cheerful face, Venerable Ananda rose from his seat, adjusted his robe on one shoulder, stretched out his palms together towards the Blessed One, and said this to the Blessed One"	""	"19"	"MN107"	"gaṇakamoggallānasuttaṃ"	"seyyathā'pi, bho gotama, imassa migāramātupāsādassa dissati anupubbasikkhā anupubbakiriyā anupubbapaṭipadā yadidaṃ, yāva <b>pacchima</b>sopānakaḷevarā."	"UD45"	"uposathasuttaṃ"	"tatiyam'pi kho āyasmā ānando abhikkantāya rattiyā, nikkhante <b>pacchime</b> yāme, uddhaste aruṇe, nandimukhiyā rattiyā uṭṭhāy'āsanā ek'aṃsaṃ uttar'āsaṅgaṃ karitvā yena bhagavā ten'añjaliṃ paṇāmetvā bhagavantaṃ etadavoca"	"30"
"75762"	"17"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"SN56.34"	"celasuttaṃ"	"āditte, bhikkhave, cele vā sīse vā <b>kim'assa</b> karaṇīyan'ti? āditte, bhante, cele vā sīse vā, tass'eva celassa vā sīsassa vā nibbāpanāya adhimatto chando ca vāyāmo ca ussāho ca ussoḷhī ca appaṭivānī ca sati ca sampajaññañ'ca karaṇīyan'ti."	""	""	""	""
"75763"	"14"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"SN22.24"	"abhijānasuttaṃ"	"rūpañ'ca kho, bhikkhave, abhijānaṃ parijānaṃ <b>virājayaṃ</b> pajahaṃ bhabbo dukkhakkhayāya"	""	""	""	""
"75773"	"2"	""	""	"SN56.11"	"dhammacakkappavattanasuttaṃ"	"yāvakīvañ'ca me, bhikkhave, imesu catūsu ariyasaccesu evaṃ ti<b>parivaṭṭaṃ</b> dvādas'ākāraṃ yathābhūtaṃ ñāṇadassanaṃ na suvisuddhaṃ ahosi,"	"Dhamma-cakkappavattana"	"Setting in Motion The Wheel of Dhamma"	"Teachings"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"SN56.11 (simpl)"	"dhammacakkappavattanasuttaṃ"	"yāvakīvañ'ca me, bhikkhave, imesu catūsu ariyasaccesu saha tīhi <b>parivaṭṭehi</b> saha dvādasahi ākārehi yathābhūtaṃ ñāṇadassanaṃ na suvisuddhaṃ ahosi,"	"Monks, as long as for me, knowledge and vision were not perfectly purified with regard to the Four Noble Truths as they truly are in [their] three phases together with [their] twelve aspects…"	""	"12"	"SN56.11"	"dhammacakkappavattanasuttaṃ"	"yāvakīvañ'ca me, bhikkhave, imesu catūsu ariyasaccesu evaṃ ti<b>parivaṭṭaṃ</b> dvādas'ākāraṃ yathābhūtaṃ ñāṇadassanaṃ na suvisuddhaṃ ahosi,"	"SN56.11"	"dhammacakkappavattanasuttaṃ"	"yāvakīvañ'ca me, bhikkhave, imesu catūsu ariyasaccesu evaṃ ti<b>parivaṭṭaṃ</b> dvādas'ākāraṃ yathābhūtaṃ ñāṇadassanaṃ na suvisuddhaṃ ahosi,"	"18"
"75782"	"14"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"SN56.38"	"dutiyasūriyasuttaṃ"	"n'eva andhatamaṃ tadā hoti na andhakāratimisā. atha kho catunnaṃ ariyasaccānaṃ ācikkhaṇā hoti desanā paññāpanā <b>paṭṭhapanā</b> vivaraṇā vibhajanā uttānīkammaṃ."	""	""	""	""
"75783"	"14"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"SN56.38"	"dutiyasūriyasuttaṃ"	"andhatamaṃ tadā hoti andhakāratimisā. n'eva tāva catunnaṃ ariyasaccānaṃ ācikkhaṇā hoti desanā <b>paññāpanā</b> paṭṭhapanā vivaraṇā vibhajanā uttānīkammaṃ."	""	""	""	""
"76068"	"2"	""	""	"SN22.59"	"anattalakkhaṇasuttaṃ"	"saṅkhārā ca h'idaṃ, bhikkhave, attā abhavissaṃsu, na'y'idaṃ saṅkhārā <b>ābādhāya</b> saṃvatteyyuṃ, labbhetha ca saṅkhāresu, evaṃ me saṅkhārā hontu, evaṃ me saṅkhārā mā ahesun'ti."	"Anatta-lakkhaṇa-sutta"	"The Discourse on the Characteristic of Not-Self"	"Cardinal Suttas"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"SN22.59"	"anattalakkhaṇasuttaṃ"	"saṅkhārā <b>ābādhāya</b>"	"Volitional formations [are conducive] to suffering"	"extra"	"2"	"SN22.59"	"anattalakkhaṇasuttaṃ"	"saṅkhārā ca h'idaṃ, bhikkhave, attā abhavissaṃsu, na'y'idaṃ saṅkhārā <b>ābādhāya</b> saṃvatteyyuṃ, labbhetha ca saṅkhāresu, evaṃ me saṅkhārā hontu, evaṃ me saṅkhārā mā ahesun'ti."	""	""	""	"40"
"76104"	""	""	""	"MN19"	"dvedhāvitakkasuttaṃ"	"etāni, bhikkhu, rukkhamūlāni, etāni suññ'āgārāni. jhāyatha, bhikkhu, mā pamād'attha, mā pacchā vippaṭisārino ahuvattha. ayaṃ vo <b>amhākaṃ</b> anusāsanī'ti."	"Pakiṇṇaka-gāthā"	"Miscellaneous Verses"	"Verses"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"MN19 (simpl)"	"dvedhāvitakkasuttaṃ"	"ayaṃ vo <b>amhākaṃ</b> anusāsanī"	"This [is] our advice for you."	"extra"	"5"	""	""	""	""	""	""	"16"
"76452"	"19"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"API158"	"mahāpajāpatigotamītherīapadānaṃ"	"nadato parisāyaṃ te,
vāditabbapahārino,
ye te dakkhanti vadanaṃ,
dhaññā te nara<b>puṅgava</b>."	""
"76453"	"13"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"MN107"	"gaṇakamoggallānasuttaṃ"	"seyyathā'pi brāhmaṇa dakkho assa<b>dammako</b> bhaddaṃ ass'ājānīyaṃ labhitvā paṭhamen'eva mukh'ādhāne kāraṇaṃ kāreti atha uttariṃ kāraṇaṃ kāreti"	""	""	""	""
"76549"	"11"	""	""	"MJG"	""	"sakkatvā dhammaratanaṃ, osadhaṃ uttamaṃ varaṃ, pariḷāh'<b>ūpasamanaṃ</b>. dhammatejena sotthinā nassant'upaddavā sabbe, bhayā vūpasamentu te."	"Yaṅ'kiñci-ratanaṃ-loke"	"Whatever Kind of Jewel in the World"	"Protective Recitations"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"58"
"76641"	"14"	""	""	"AN4.21"	"paṭhamauruvelasuttaṃ"	"ye ca atītā sambuddhā, ye ca buddhā anāgatā.
yo c'eta'r'ahi sambuddho, bahunnaṃ soka<b>nāsano</b>."	"Dhamma-gārava"	"Respect for the Dhamma"	"Verses"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"TH232"	"bhūtattheragāthā"	"yadā sukhī malakhilasoka<b>nāsano</b>,
niraggaḷo nibbanatho visallo,
sabb'āsave byantikato'va jhāyati,
tato ratiṃ paramataraṃ na vindatī'ti."	"8"
"76729"	"19"	""	""	"DN16.21"	"mahāparinibbānasuttaṃ"	"seyyath'idaṃ, cattāro satipaṭṭhānā, cattāro <b>sammappadhānā</b>, cattāro iddhipādā, pañc'indriyāni, pañca balāni, satta bojjh'aṅgā, ariyo aṭṭh'aṅgiko maggo"	"Bodhipakkhiya-dhammā"	"Requisites for Awakening"	"Teachings"	""	""	""	""	""	""	""	""	""	""	""	""	"VIN2.5.1.8"	"bhūtārocanasikkhāpadaṃ"	"maggabhāvanā'ti cattāro satipaṭṭhānā, cattāro <b>sammappadhānā</b>, cattāro iddhipādā, pañc'indriyāni, pañca balāni, satta bojjh'aṅgā, ariyo aṭṭh'aṅgiko maggo."	"DN16.21"	"mahāparinibbānasuttaṃ"	"seyyathidaṃ, cattāro satipaṭṭhānā cattāro <b>sammappadhānā</b> cattāro iddhipādā pañc'indriyāni pañca balāni satta bojjh'aṅgā ariyo aṭṭh'aṅgiko maggo."	"[They are] as follows, four foundations of mindfulness, four right efforts, four bases for psychic power, five faculties, five mental powers, seven enlightenment factors [and] the Noble Eightfold Path."	""	"9"	""	""	""	"MN44"	"cūḷavedallasuttaṃ"	"yā kho, āvuso visākha, cittassa ek'aggatā ayaṃ samādhi, cattāro satipaṭṭhānā samādhinimittā, cattāro <b>sammappadhānā</b> samādhiparikkhārā."	"20"
"77090"	"5"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"VIN PAT PD 2"	"dutiyapāṭidesanīyasikkhāpadaṃ"	"ekassa'pi ce bhikkhuno <b>nappaṭibhāseyya</b> taṃ bhikkhuniṃ apasādetuṃ, apasakka tāva bhagini, yāva bhikkhū bhuñjantī'ti, paṭidesetabbaṃ tehi bhikkhūhi"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"77091"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"SNP47"	"māgaṇḍiyasuttaṃ
aṭṭhakavaggo 9"	"samo visesī uda vā nihīno, yo <b>maññatī</b> so vivadetha tena."	"equal, superior, or inferior – one who thinks (himself) [in those terms] might quarrel because of that."	""	"29"	""	""	""	"SNP47"	"māgaṇḍiyasuttaṃ
aṭṭhakavaggo 9"	"samo visesī uda vā nihīno,
yo <b>maññatī</b> so vivadetha tena,
tīsu vidhāsu avikampamāno,
samo visesī'ti na tassa hoti."	""
"77096"	"8"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"VIN1.4.1.3"	"tatiyakathinasikkhāpadaṃ"	"akālacīvaraṃ nāma anatthate kathine ekādasamāse uppannaṃ, atthate kathine sattamāse uppannaṃ, kāle'pi <b>ādissa</b> dinnaṃ, etaṃ akālacīvaraṃ nāma."	""	""	""	""	""	""	""	""	""	""	""	""	""
"77098"	"7"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"SNP37"	"nālakasuttaṃ
mahāvaggo 11"	"na munī gāmam'āgamma, kulesu sahasā <b>care</b>"	"A monk, having arrived in the village, should not walk rashly among the households."	"extra"	"13"	""	""	""	"SNP37"	"nālakasuttaṃ
mahāvaggo 11"	"na munī gāmam'āgamma,
kulesu sahasā <b>care</b>.
ghās'esanaṃ chinnakatho,
na vācaṃ payutaṃ bhaṇe."	""
"77099"	"14"	""	""	"Thai"	""	"imehi sakkārehi yath'ārahaṃ <b>āropitehi</b> abhipūjayāma"	"Buddh'ādi-āmisa-pūjā"	"Dedication of Offerings"	"Homage to the Triple Gem"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"1"
"77100"	"3"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"SN2.8 (simpl)"	"tāyanasuttaṃ"	"<b>chinda</b> sotaṃ parakkama, kāme panūda brāhmaṇa"	"Cross the stream, strive, dispel sensual pleasures, O holy man!"	""	"4"	""	""	""	""	""	""	""
"77338"	"9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"VIN2.5.2.4"	"paṭhamasenāsanasikkhāpadaṃ"	"bhisi nāma pañca bhisiyo, uṇṇabhisi, coḷabhisi, <b>vāka</b>bhisi, tiṇabhisi, paṇṇabhisi"	""	""	""	""	""	""	""	""	""	""	""	""	""
"77361"	"11"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"77448"	"2"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"SN35.232"	"koṭṭhikasuttaṃ"	"na kho, āvuso <b>koṭṭhika</b>, cakkhu rūpānaṃ saṃyojanaṃ, na rūpā cakkhussa saṃyojanaṃ."	""	""	""	""
"77721"	"4"	""	""	"Thai"	""	"ekadā dhammarājā pi gelaññen'ābhipīḷito cundattherena taññ'eva bhaṇāpetvāna sādaraṃ sammoditvā ca ābādhā tamhā <b>vuṭṭhāsi</b> ṭhānaso."	"Bojjh'aṅga-parittaṃ"	"Protection of the Factors of Awakening"	"Protective Recitations"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"UD6"	"mahākassapasuttaṃ"	"dukkhito bāḷhagilāno. atha kho āyasmā mahākassapo aparena samayena tamhā ābādhā <b>vuṭṭhāsi</b>. atha kho āyasmato mahākassapassa tamhā ābādhā vuṭṭhitassa etadahosi, yaṃnūn'āhaṃ rājagahaṃ piṇḍāya paviseyyan'ti."	"59"
"77732"	"11"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"VIN1.4.1.8"	"upakkhaṭasikkhāpadaṃ"	"cīvare vikappaṃ āpajjeyyā'ti āyataṃ vā hotu vitthataṃ vā appitaṃ vā <b>saṇhaṃ</b> vā."	""	""	""	""	""	""	""	""	""	""	""	""	""
"77739"	"11"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"VIN1.1.1"	"sudinnabhāṇavāro"	"atha kho sudinno kalandaputto <b>katip</b>'āhaṃ balaṃ gāhetvā yena bhagavā ten'upasaṅkami, upasaṅkamitvā bhagavantaṃ abhivādetvā ekam'antaṃ nisīdi."	""	""	""	""	""	""	""	""	""	""	""	""	""
"77756"	"9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"MN31"	"cūḷagosiṅgasuttaṃ"	"idha, bhante, amhākaṃ <b>yo</b> paṭhamaṃ gāmato piṇḍāya paṭikkamati <b>so</b> āsanāni paññapeti, pānīyaṃ paribhojanīyaṃ upaṭṭhāpeti, avakkārapātiṃ upaṭṭhāpeti"	"In this regard, Venerable Sir, whichever of us returns first from the village for the purpose of collecting alms food prepares the seats, sets out the drinking water, and water for rinsing, [and] sets out the bowl for leftovers."	""	"27"	""	""	""	"MN31"	"cūḷagosiṅgasuttaṃ"	"idha, bhante, amhākaṃ <b>yo</b> paṭhamaṃ gāmato piṇḍāya paṭikkamati <b>so</b> āsanāni paññapeti, pānīyaṃ paribhojanīyaṃ upaṭṭhāpeti, avakkārapātiṃ upaṭṭhāpeti"	""
"77757"	"9"	""	""	"MN48"	"kosambiyasuttaṃ"	"bhikkhu <b>yāni tāni</b> sīlāni akhaṇḍāni acchiddāni asabalāni akammāsāni bhujissāni viññuppasatthāni aparāmaṭṭhāni samādhisaṃvattanikāni"	"Cha-sāraṇīya-dhammā"	"Principles of Cordiality"	"Teachings"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"MN48 (simpl)"	"kosambiyasuttaṃ"	"<b>yāni tāni</b> sīlāni akhaṇḍāni acchiddāni asabalāni akammāsāni bhujissāni viññūhi pasatthāni aparāmaṭṭhāni samādhino saṃvattanikāni"	"Whichever [of] those virtues, which are unbroken, without cracks, not mottled, unblemished, liberating, commended by wise persons, irreproachable and conducive for stability of mind"	""	"11"	""	""	""	"MN48"	"kosambiyasuttaṃ"	"bhikkhu <b>yāni tāni</b> sīlāni akhaṇḍāni acchiddāni asabalāni akammāsāni bhujissāni viññuppasatthāni aparāmaṭṭhāni samādhisaṃvattanikāni"	"27"
"77758"	"9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"SN22.33"	"natumhākaṃsuttaṃ"	"<b>yaṃ</b>, bhikkhave, na tumhākaṃ, <b>taṃ</b> pajahatha. taṃ vo pahīnaṃ hitāya sukhāya bhavissati. kiñ'ca, bhikkhave, na tumhākaṃ?"	"Whatever is not yours, monks, abandon that, [when] that has been abandoned by you, it will be for [your] benefit and happiness. And what, monks, is not yours?"	""	"9"	"SN22.33"	"natumhākaṃsuttaṃ"	"<b>yaṃ</b>, bhikkhave, na tumhākaṃ, <b>taṃ</b> pajahatha. taṃ vo pahīnaṃ hitāya sukhāya bhavissati."	"SN22.33"	"natumhākaṃsuttaṃ"	"<b>yaṃ</b>, bhikkhave, na tumhākaṃ, <b>taṃ</b> pajahatha. taṃ vo pahīnaṃ hitāya sukhāya bhavissati."	""
"77760"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"DHP92"	"arahantavaggo"	"yesaṃ sannicayo n'atthi,
ye pariññātabhojanā,
suññato animitto ca,
vimokkho <b>yesaṃ</b> gocaro,
ākāse va sakuntānaṃ,
gati <b>tesaṃ</b> durannayā."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"77761"	"9"	""	""	"SN22.59"	"anattalakkhaṇasuttaṃ"	"<b>yasmā</b> ca kho, bhikkhave, rūpaṃ anattā, <b>tasmā</b> rūpaṃ ābādhāya saṃvattati, na ca labbhati rūpe, evaṃ me rūpaṃ hotu, evaṃ me rūpaṃ mā ahosī'ti."	"Anatta-lakkhaṇa-sutta"	"The Discourse on the Characteristic of Not-Self"	"Cardinal Suttas"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"SN22.59"	"anattalakkhaṇasuttaṃ"	"<b>yasmā</b> ca kho, bhikkhave, rūpaṃ anattā, <b>tasmā</b> rūpaṃ ābādhāya saṃvattati"	"But because form is not self, therefore it leads to oppression."	""	"9"	"SN22.59"	"anattalakkhaṇasuttaṃ"	"<b>yasmā</b> ca kho, bhikkhave, rūpaṃ anattā, <b>tasmā</b> rūpaṃ ābādhāya saṃvattati, na ca labbhati rūpe, evaṃ me rūpaṃ hotu, evaṃ me rūpaṃ mā ahosī'ti."	"SN22.59"	"anattalakkhaṇasuttaṃ"	"<b>yasmā</b> ca kho, bhikkhave, rūpaṃ anattā, <b>tasmā</b> rūpaṃ ābādhāya saṃvattati, na ca labbhati rūpe, evaṃ me rūpaṃ hotu, evaṃ me rūpaṃ mā ahosī'ti."	"40"
"77762"	"9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"AN2.40"	"samacittavaggo"	"<b>yasmiṃ</b>, bhikkhave, samaye rājāno balavanto honti, corā <b>tasmiṃ</b> samaye dubbalā honti. tasmiṃ, bhikkhave, samaye rañño phāsu hoti atiyātuṃ vā niyyātuṃ vā paccantime vā janapade anusaññātuṃ."	"At whichever time kings are strong, robbers are weak. At that time it is easy for the king to re-enter or to go out and to visit the outlying districts."	""	"18"	""	""	""	"AN2.40"	"samacittavaggo"	"<b>yasmiṃ</b>, bhikkhave, samaye rājāno balavanto honti, corā <b>tasmiṃ</b> samaye dubbalā honti."	""
"77763"	"9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"SNP46 (simpl)"	"pasūrasuttaṃ
aṭṭhakavaggo 8"	"<b>yesu</b> idha n'atthi paramaṃ uggahītaṃ, <b>tesu</b> tvaṃ kiṃ labhe pasūra?"	"What, Pasūra, would you gain among them here, those for whom there is nothing grasped as ultimate?"	"extra"	"9"	""	""	""	"SNP46"	"pasūrasuttaṃ
aṭṭhakavaggo 8"	"viseni'katvā pana ye caran'ti,
diṭṭhīhi diṭṭhiṃ avirujjhamānā,
<b>tesu</b> tvaṃ kiṃ labhetho pasūra,
<b>yes</b>'īdha n'atthī param'uggahītaṃ."	""
"77793"	"11"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"SN12.41"	"pañcaverabhayasuttaṃ"	"yaṃ, gahapati, pāṇ'ātipātī pāṇ'ātipātapaccayā diṭṭha<b>dhammikam</b>'pi bhayaṃ veraṃ pasavati, samparāyikam'pi bhayaṃ veraṃ pasavati, cetasikam'pi dukkhaṃ domanassaṃ paṭisaṃvedayati, pāṇ'ātipātā paṭiviratassa evaṃ taṃ bhayaṃ veraṃ vūpasantaṃ hoti."	""	""	""	""
"77794"	"9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"UD10"	"bāhiyasuttaṃ"	"tato tvaṃ, bāhiya, na tena, <b>yato</b> tvaṃ, bāhiya, na tena <b>tato</b> tvaṃ, bāhiya, na tattha, <b>yato</b> tvaṃ, bāhiya, na tattha, <b>tato</b> tvaṃ, bāhiya, n'eva idha na huraṃ na ubhayam'antarena. es'ev'anto dukkhassā'ti."	"""Therefore, Bāhiya, you [won't be] with that, because you [are] not with that, therefore, you, Bāhiya, [will] not [be] there. Since, you, Bāhiya, [are] not there, therefore, you, Bāhiya, [are] neither not here, nor in another world, nor in-between the two, just this is the end of suffering."""	""	"13"	""	""	""	"SN47.3"	"bhikkhusuttaṃ"	"<b>yato</b> kho te, bhikkhu, sīlañ'ca suvisuddhaṃ bhavissati diṭṭhi ca ujukā, <b>tato</b> tvaṃ, bhikkhu, sīlaṃ nissāya sīle patiṭṭhāya cattāro satipaṭṭhāne tividhena bhāveyyāsi."	""
"77795"	"4"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"VIN4.3.113"	"antarāye anāpattivassacchedavāro"	"aññatarasmiṃ āvāse vass'ūpagatānaṃ bhikkhūnaṃ gāmo corehi <b>vuṭṭhāsi</b>."	""
"77802"	"19"	""	""	"VIBH6.1"	"paṭiccasamuppādavibhaṅgo"	"tattha katame avijjāpaccayā saṅkhārā? puññ'ābhisaṅkhāro, apuññ'ābhisaṅkhāro, āneñj'ābhisaṅkhāro, kāyasaṅkhāro, vacīsaṅkhāro, <b>cittasaṅkhāro</b>."	"Paṭicca-samuppāda"	"Dependent Origination"	"Teachings"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"24"
"77819"	"3"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"VIN2.5.2.4"	"paṭhamasenāsanasikkhāpadaṃ"	"tena kho pana samayena bhikkhū ajjhokāse vasitvā kālass'eva sen'āsanaṃ <b>abhiharanti</b>. addasā kho bhagavā te bhikkhū kālass'eva sen'āsanaṃ abhiharante."	""	""	""	""	""	""	"SN12.55"	"mahārukkhasuttaṃ"	"seyyathā'pi, bhikkhave, mahārukkho. tassa yāni c'eva mūlāni adhogamāni, yāni ca tiriyaṅ'gamāni, sabbāni tāni uddhaṃ ojaṃ <b>abhiharanti</b>."	""	""	""	""
"77820"	"20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"SN12.51"	"parivīmaṃsanasuttaṃ"	"so parivīmaṃsamāno evaṃ pajānāti, yaṃ kho idaṃ anekavidhaṃ nānappakārakaṃ dukkhaṃ loke uppajjati jarāmaraṇaṃ, idaṃ kho dukkhaṃ jātinidānaṃ jātisamudayaṃ jātijātikaṃ <b>jātippabhavaṃ</b>."	""	""	""	""
"77834"	"14"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"VIN1.4.3.2"	"ūnapañcabandhanasikkhāpadaṃ"	"tena bhikkhunā so patto na adese nikkhipitabbo, na abhogena <b>bhuñjitabbo</b>, na vissajjetabbo, kath'āyaṃ patto nasseyya vā vinasseyya vā bhijjeyya vā'ti?"	""	""	""	""	""	""	""	""	""	""	""	""	""
"77839"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"VIN1.2.13"	"kuladūsakasikkhāpadaṃ"	"evaṃ vadanti, idha, bhagini, naccassū'ti, <b>nalāṭikam</b>'pi <b>denti</b>, vividham'pi anācāraṃ ācaranti."	""	""	""	""	""	""	""	""	""	""	""	""	""
"77848"	"10"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"VIN2.5.2.4"	"paṭhamasenāsanasikkhāpadaṃ"	"anāpatti uddharitvā gacchati, uddharāpetvā gacchati, <b>āpucchaṃ</b> gacchati, otāpento gacchati, kenaci palibuddhaṃ hoti, āpadāsu, ummattakassa, ādikammikassā'ti."	""	""	""	""	""	""	""	""	""	""	""	""	""
"77855"	"19"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"SN47.9"	"gilānasuttaṃ"	"yaṃnūn'āhaṃ imaṃ ābādhaṃ vīriyena paṭipaṇāmetvā <b>jīvitasaṅkhāraṃ</b> adhiṭṭhāya vihareyyan'ti. atha kho bhagavā taṃ ābādhaṃ vīriyena paṭipaṇāmetvā <b>jīvitasaṅkhāraṃ</b> adhiṭṭhāya vihāsi."	""	""	""	""
