"id"	"sbs_class"	"sbs_meaning"	"sbs_notes"	"sbs_source_1"	"sbs_sutta_1"	"sbs_example_1"	"sbs_chant_pali_1"	"sbs_chant_eng_1"	"sbs_chapter_1"	"sbs_source_2"	"sbs_sutta_2"	"sbs_example_2"	"sbs_chant_pali_2"	"sbs_chant_eng_2"	"sbs_chapter_2"	"dhp_source"	"dhp_sutta"	"dhp_example"	"pat_source"	"pat_sutta"	"pat_example"	"vib_source"	"vib_sutta"	"vib_example"	"class_source"	"class_sutta"	"class_example"	"class_example_translation"	"class_extra"	"class_anki"	"discourses_source"	"discourses_sutta"	"discourses_example"	"extra_source"	"extra_sutta"	"extra_example"	"sbs_index"
"74564"	"11"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"VIN1.2.6"	"kuṭikārasikkhāpadaṃ"	"ekaṃ piṇḍaṃ anāgate āpatti <b>thull'</b>accayassa. tasmiṃ piṇḍe āgate āpatti saṅghādisesassa"	"VIN5.4.7"	"tiṇavatthārakaṃ"	"yadi saṅghassa pattakallaṃ, saṅgho imaṃ adhikaraṇaṃ tiṇavatthārakena vūpasameyya, ṭhapetvā <b>thulla</b>vajjaṃ, ṭhapetvā gihippaṭisaṃyuttan'ti."	"If it is a suitable time for the community, the community may settle this dispute by covering it with grass, apart from serious offences and those connected with lay people."	""	"23"	""	""	""	""	""	""	""
"74572"	"9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"VIN PAT NP 1"	"kathinasikkhāpadaṃ"	"niṭṭhitacīvarasmiṃ bhikkhunā ubbhatasmiṃ <b>kathine</b> das'āhaparamaṃ atirekacīvaraṃ dhāretabbaṃ, taṃ atikkāmayato nissaggiyaṃ pācittiyaṃ."	""	""	""	"VIN PAT NP 1"	"kathinasikkhāpadaṃ"	"niṭṭhitacīvarasmiṃ bhikkhunā ubbhatasmiṃ <b>kathine</b> das'āhaparamaṃ atirekacīvaraṃ dhāretabbaṃ, taṃ atikkāmayato nissaggiyaṃ pācittiyaṃ."	"When the robe(-cloth) is finished by a monk, [and] when the Kathina [privileges] have been withdrawn, [then] excess robe-cloth is to be kept for ten days at the most. For [one] exceeding [the ten days], this is an offence requiring confession and forfeiture."	""	"27"	""	""	""	"VIN PAT NP 1"	"kathinasikkhāpadaṃ"	"niṭṭhitacīvarasmiṃ bhikkhunā ubbhatasmiṃ <b>kathine</b> das'āhaparamaṃ atirekacīvaraṃ dhāretabbaṃ, taṃ atikkāmayato nissaggiyaṃ pācittiyaṃ."	""
"74576"	"2"	""	""	"SN56.11"	"dhammacakkappavattanasuttaṃ"	"yo c'āyaṃ atta<b>kilamatha</b>-anuyogo dukkho anariyo anatthasañhito."	"Dhamma-cakkappavattana"	"Setting in Motion The Wheel of Dhamma"	"Teachings"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"SN56.11"	"dhammacakkappavattanasuttaṃ"	"yo c'āyaṃ atta<b>kilamath</b>'ānuyogo dukkho anariyo anatthasañhito."	"…and this practice of self-mortification, which is painful, ignoble, [and] unbeneficial."	""	"26"	"SN56.11"	"dhammacakkappavattanasuttaṃ"	"yo c'āyaṃ atta<b>kilamatha</b>-anuyogo dukkho anariyo anatthasañhito."	""	""	""	"18"
"74606"	"19"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"74631"	"17"	""	""	"SNP8"	"mettasuttaṃ"	"na paro paraṃ nikubbetha,
n'ātimaññetha katthaci na kañci,
byārosanā paṭīghasaññā,
<b>n'āññam'aññassa</b> dukkham'iccheyya."	"Karaṇīya-metta-sutta"	"The Discourse on the Loving-Kindness to be Done"	"Protective Recitations"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"55"
"74638"	"2"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"SNP58"	"puṇṇaka māṇava pucchā
pārāyanavaggo 3"	"ye kec'ime isayo manujā, (icc'āyasmā <b>puṇṇako</b>)"	"Whichever of these human beings [are] seers. (Thus said venerable Puṇṇaka)"	""	"18"	""	""	""	""	""	""	""
"74647"	"8"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"AN6.45"	"iṇasuttaṃ"	"evaṃ, bhante. yam'pi, bhikkhave, daliddo assako anāḷhiko iṇaṃ ādiyitvā <b>vaḍḍhiṃ</b> paṭissuṇāti, <b>vaḍḍhi</b>'pi, bhikkhave, dukkhā lokasmiṃ kāmabhogino'ti? evaṃ, bhante."	""
"75247"	"11"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"SN47.7"	"makkaṭasuttaṃ"	"atthi, bhikkhave, himavato pabbatarājassa <b>duggā</b> visamā desā, yattha n'eva makkaṭānaṃ cārī na manussānaṃ."	""	""	""	""
"75277"	"11"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"MN107"	"gaṇakamoggallānasuttaṃ"	"ye pana te bhikkhū arahanto khīṇ'āsavā vusitavanto katakaraṇīyā ohitabhārā anuppattasadatthā parikkhīṇabhavasaṃyojanā samma'd'aññā <b>vimuttā</b> tesaṃ ime dhammā diṭṭhadhammasukhavihārāya c'eva saṃvattanti, satisampajaññāya cā'ti."	"SNP30"	"sundarikabhāradvājasuttaṃ"	"paroparā yassa samecca dhammā,
vidhūpitā atthagatā na santi,
santo upādānakhaye <b>vimutto</b>,
tathāgato arahati pūraḷāsaṃ."	""
"75481"	"7"	""	""	"SNP16"	"maṅgalasuttaṃ"	"asevanā ca bālānaṃ,
paṇḍitānañ'ca sevanā,
<b>pūjā</b> ca pūjaneyyānaṃ,
etam'maṅgalam'uttamaṃ."	"Maṅgala-sutta"	"The Discourse on Blessings"	"Protective Recitations"	"DN16.27"	"mahāparinibbānasuttaṃ"	"so tathāgataṃ sakkaroti garuṃ karoti māneti pūjeti apaciyati, paramāya <b>pūjāya</b>."	"Paramāya-pūjāyañ'ca-paṇidhiñ'ca"	"The Highest Honour and Aspirations"	"Sharing of Merits"	""	""	""	""	""	""	""	""	""	"DN16.27"	"mahāparinibbānasuttaṃ"	"so tathāgataṃ pūjeti paramāya <b>pūjāya</b>"	"He honors the Buddha with the highest veneration."	""	"7"	""	""	""	""	""	""	"53"
"75646"	"7"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"SN45.91"	"maggasaṃyuttaṃ, paṭhamapācīnaninnasuttaṃ"	"seyyathā'pi, bhikkhave, gaṅgā nadī <b>pācīna</b>ninnā <b>pācīna</b>poṇā <b>pācīna</b>pabbhārā"	""	""	""	""
"75647"	"20"	""	""	"SN45.8"	"vibhaṅgasuttaṃ"	"vivicc'eva kāmehi vivicca akusalehi dhammehi savitakkaṃ savicāraṃ vivekajaṃ <b>pītisukhaṃ</b> paṭhamaṃ jhānaṃ upasampajja viharati."	"Ariy'aṭṭhaṅgika-magga"	"The Noble Eightfold Path"	"Teachings"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"DN22.18"	"mahāsatipaṭṭhānasuttaṃ"	"savitakkaṃ savicāraṃ vivekajaṃ <b>pītisukhaṃ</b> paṭhamaṃ jhānaṃ upasampajja viharati"	"Having reached the first stage of meditation, which has thinking and discursive thought, and joy and happiness born from solitude, he dwells there."	""	"20"	"SN45.8"	"vibhaṅgasuttaṃ"	"vivicc'eva kāmehi vivicca akusalehi dhammehi savitakkaṃ savicāraṃ vivekajaṃ <b>pītisukhaṃ</b> paṭhamaṃ jhānaṃ upasampajja viharati."	""	""	""	"22"
"75649"	"7"	""	""	"MN39"	"mahāassapurasuttaṃ"	"so tatonidānaṃ labhetha pāmojjaṃ, <b>adhigaccheyya</b> somanassaṃ"	"Anupubba-sikkhā"	"The Gradual Training"	"Teachings"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"MN39"	"mahāassapurasuttaṃ"	"so tatonidānaṃ labheyya pāmojjaṃ, <b>adhigaccheyya</b> somanassaṃ"	"Because of that he would obtain gladness, he would experience pleasure."	""	"7"	""	""	""	""	""	""	"19"
"75652"	"4"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"TH262"	"tālapuṭattheragāthā"	"satthā ca me lokaṃ imaṃ <b>adhiṭṭhahi</b>, aniccato addhuvato asārato, pakkhanda maṃ citta jinassa sāsane, tārehi oghā mahatā suduttarā."	"And the teacher determined this world for me as impermanent, unstable, and insubstantial. O mind, make me leap forth into the teachings of the conqueror, save me from the great torrent, extremely difficult to cross."	"extra"	"11"	""	""	""	""	""	""	""
"75661"	"3"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"75690"	"11"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"VIN1.1.2"	"dutiyapārājikaṃ"	"ahaṃ kho pana susikkhito anavayo sake ācariyake kumbhakārakamme <b>pariyodāta</b>sippo. yaṃnūn'āhaṃ sāmaṃ cikkhallaṃ madditvā sabbamattikāmayaṃ kuṭikaṃ kareyyan'ti!"	""	""	""	""	""	""	""	""	""	""	""	""	""
"75699"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"DHP16"	"piyavaggo"	"piyato <b>jāyatī</b> soko,
piyato <b>jāyatī</b> bhayaṃ,
piyato vippamuttassa,
n'atthi soko kuto bhayaṃ."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"75703"	"11"	""	""	"Thai"	""	"saṅgho sukhett'ābhyatikhettasaññito, yo diṭṭhasanto sugat'<b>ānubodhako</b>, lolappahīno ariyo sumedhaso"	"Ratanattaya-paṇāma"	"Salutation to the Triple Gem"	"Homage to the Triple Gem"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"6"
"75704"	"9"	""	""	"Thai"	""	"handa mayaṃ ratanattayapaṇāmagāthāyo c'eva saṃvega<b>parikittana</b>pāṭhañca bhaṇāmase"	"Ratanattaya-paṇāma"	"Salutation to the Triple Gem"	"Homage to the Triple Gem"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"6"
"75714"	"19"	""	""	"Thai"	""	"tam'mayaṃ bhagavantaṃ sadhammaṃ <b>sasaṅghaṃ</b>, imehi sakkārehi yath'ārahaṃ āropitehi abhipūjayāma"	"Buddh'ādi-āmisa-pūjā"	"Dedication of Offerings"	"Homage to the Triple Gem"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"1"
"75715"	"11"	""	""	"Thai"	""	"icc'evam'ek'ant'abhipūjaneyyakaṃ vatthuttayaṃ vandayat'<b>ābhisaṅkhataṃ</b>"	"Ratanattaya-paṇāma"	"Salutation to the Triple Gem"	"Homage to the Triple Gem"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"DN5"	"kūṭadantasuttaṃ"	"alaṃ, bho, mamāpidaṃ pahūtaṃ sāpateyyaṃ dhammikena balinā <b>abhisaṅkhataṃ</b>, tañ'ca vo hotu, ito ca bhiyyo harathāti."	"6"
"75717"	"11"	""	""	"Thai"	""	"tam'mayaṃ bhagavantaṃ <b>sadhammaṃ</b> sasaṅghaṃ, imehi sakkārehi yath'ārahaṃ āropitehi abhipūjayāma"	"Buddh'ādi-āmisa-pūjā"	"Dedication of Offerings"	"Homage to the Triple Gem"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"1"
"75718"	"11"	""	""	"Thai"	""	"saṅgho sukhett'ābhyatikhettasaññito, yo diṭṭhasanto sugat'ānubodhako, <b>lola</b>ppahīno ariyo sumedhaso"	"Ratanattaya-paṇāma"	"Salutation to the Triple Gem"	"Homage to the Triple Gem"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"6"
"75720"	"16"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"VIN PAT NID"	"nidānuddeso"	"tuṇhībhāvena kho <b>pan'āyasmante</b> parisuddhā'ti vedissāmi."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"75721"	"17"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"VIN PAT PA 4"	"uttarimanussadhammasikkhāpadaṃ"	"tato aparena samayena samanuggāhīyamāno vā asamanuggāhīyamāno vā āpanno visuddh'āpekkho evaṃ vadeyya <b>ajānam'ev'āhaṃ</b> āvuso avacaṃ jānāmi, apassaṃ passāmi"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"75722"	"19"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"VIN PAT SA 2"	"kāyasaṃsaggasikkhāpadaṃ"	"yo pana bhikkhu otiṇṇo vipariṇatena cittena mātugāmena saddhiṃ kāyasaṃsaggaṃ samāpajjeyya hatthagāhaṃ vā <b>veṇigāhaṃ</b> vā aññatarassa vā aññatarassa vā aṅgassa parāmasanaṃ, saṅghādiseso."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"75724"	"19"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"VIN PAT SA 5"	"sañcarittasikkhāpadaṃ"	"yo pana bhikkhu sañcarittaṃ samāpajjeyya itthiyā vā purisamatiṃ purisassa vā itthimatiṃ, jāyattane vā jārattane vā, antamaso <b>taṃkhaṇikāya</b>'pi, saṅghādiseso."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"75725"	"3"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"VIN PAT SA 10"	"saṅghabhedasikkhāpadaṃ"	"yāvatatiyañ'ce samanubhāsiyamāno taṃ <b>paṭinissajeyya</b>, icc'etaṃ kusalaṃ, no ce <b>paṭinissajeyya</b>, saṅghādiseso."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"75726"	"19"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"VIN PAT NP 9"	"dutiyaupakkhaṭasikkhāpadaṃ"	"bhikkhuṃ pan'eva uddissa ubhinnaṃ aññātakānaṃ gahapatīnaṃ vā gahapatānīnaṃ vā <b>paccekacīvaracetāpanāni</b> upakkhaṭāni honti"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"75727"	"14"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"VIN PAT NP 14"	"chabbassasikkhāpadaṃ"	"orena ce channaṃ vassānaṃ taṃ santhataṃ <b>visajjetvā</b> vā avisajjetvā vā aññaṃ navaṃ santhataṃ kārāpeyya aññatra bhikkhusammutiyā, nissaggiyaṃ pācittiyaṃ."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"75728"	"14"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"VIN PAT NP 14"	"chabbassasikkhāpadaṃ"	"orena ce channaṃ vassānaṃ taṃ santhataṃ visajjetvā vā <b>avisajjetvā</b> vā aññaṃ navaṃ santhataṃ kārāpeyya aññatra bhikkhusammutiyā, nissaggiyaṃ pācittiyaṃ."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"75729"	"19"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"VIN PAT NP 24"	"vassikasāṭikasikkhāpadaṃ"	"orena ce māso seso gimhānan'ti vassikasāṭikacīvaraṃ pariyeseyya, <b>oren'aḍḍhamāso</b> seso gimhānan'ti katvā nivāseyya, nissaggiyaṃ pācittiyaṃ."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"75730"	"19"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"VIN PAT PC 29"	"paripācitasikkhāpadaṃ"	"yo pana bhikkhu jānaṃ bhikkhuniparipācitaṃ piṇḍapātaṃ bhuñjeyya aññatra pubbe <b>gihīsamārambhā</b>, pācittiyaṃ."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"75731"	"19"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"VIN PAT PC 32"	"gaṇabhojanasikkhāpadaṃ"	"tatth'āyaṃ samayo, gilānasamayo, cīvaradānasamayo, cīvarakārasamayo, addhānagamanasamayo, <b>nāv'ābhirūhanasamayo</b>, mahāsamayo, samaṇabhattasamayo, ayaṃ tattha samayo."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"75732"	"19"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"VIN PAT PC 32"	"gaṇabhojanasikkhāpadaṃ"	"tatth'āyaṃ samayo, gilānasamayo, cīvaradānasamayo, cīvarakārasamayo, addhānagamanasamayo, <b>nāv'ābhirūhana</b>samayo, mahāsamayo, samaṇabhattasamayo, ayaṃ tattha samayo."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"75733"	"19"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"VIN PAT PC 60"	"apanidhānasikkhāpadaṃ"	"yo pana bhikkhu bhikkhussa pattaṃ vā cīvaraṃ vā nisīdanaṃ vā sūcigharaṃ vā kāyabandhanaṃ vā apanidheyya vā apanidhāpeyya vā antamaso <b>hass'āpekkho</b>'pi, pācittiyaṃ."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"75734"	"19"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"VIN PAT PC 79"	"kammappaṭibāhanasikkhāpadaṃ"	"yo pana bhikkhu dhammikānaṃ kammānaṃ chandaṃ datvā pacchā <b>khiyyanadhammaṃ</b> āpajjeyya, pācittiyaṃ."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"75735"	"9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"VIN PAT PC 79"	"kammappaṭibāhanasikkhāpadaṃ"	"yo pana bhikkhu dhammikānaṃ kammānaṃ chandaṃ datvā pacchā <b>khiyyana</b>dhammaṃ āpajjeyya, pācittiyaṃ."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"75736"	"11"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"VIN PAT SE 3"	"suppaṭicchannasikkhāpadaṃ"	"<b>supaṭicchanno</b> antaraghare gamissāmī'ti sikkhā karaṇīyā."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"75737"	"19"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"VIN PAT SE 61"	"pādukasikkhāpadaṃ"	"na <b>pāduk'ārūḷhassa</b> agilānassa dhammaṃ desessāmī'ti sikkhā karaṇīyā."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"75738"	"19"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"VIN PAT SE 62"	"upāhanasikkhāpadaṃ"	"na <b>upāhan'ārūḷhassa</b> agilānassa dhammaṃ desessāmī'ti sikkhā karaṇīyā."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"75739"	"19"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"VIN PAT AS"	"adhikaraṇasamathā"	"uppann'uppannānaṃ adhikaraṇānaṃ samathāya vūpasamāya sammukhāvinayo dātabbo, sativinayo dātabbo, amūḷhavinayo dātabbo, paṭiññāya kāretabbaṃ, yebhuyyasikā, <b>tassapāpiyyasikā</b>, tiṇ'avatthārako'ti."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"75740"	"11"	""	""	"Thai"	""	"buddho susuddho karuṇāmah'aṇṇavo, yo'ccantasuddhabbarañāṇa<b>locano</b>, lokassa pāp'ūpakilesaghātako"	"Ratanattaya-paṇāma"	"Salutation to the Triple Gem"	"Homage to the Triple Gem"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"6"
"75742"	"11"	""	""	"AN5.36"	"kāladānasuttaṃ"	"ye tattha anumodanti,
veyyāvaccaṃ karonti vā,
na tena dakkhiṇā <b>onā</b>,
te'pi puññassa bhāgino."	"Kāla-dāna-sutta-gāthā"	"Verses from the Discourse on Giving at the Proper Time"	"Thanksgiving Recitations"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"47"
"75743"	"19"	""	""	"SNP8"	"mettasuttaṃ"	"na paro paraṃ nikubbetha,
n'ātimaññetha katthaci naṃ kiñ'ci,
byārosanā <b>paṭīghasaññā</b>,
n'āññam'aññassa dukkham'iccheyya."	"Karaṇīya-metta-sutta"	"The Discourse on the Loving-Kindness to be Done"	"Protective Recitations"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"55"
"75744"	""	""	""	"Trad"	""	"bāhuṃ sahassam'abhinimmita sāvudhan'taṃ, <b>grīmekhalaṃ</b> uditaghorasasenamāraṃ, dān'ādidhammavidhinā jitavā mun'indo, tan'tejasā bhavatu te jayamaṅgalāni"	"Jaya-maṅgala-aṭṭha-gāthā"	"Verses on the Eight Victory Blessings"	"Protective Recitations"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"62"
"75745"	"19"	""	""	"Trad"	""	"<b>nāḷāgiriṃ</b> gajavaraṃ atimattabhūtaṃ, dāv'aggicakkam'asanī'va, sudāruṇan'taṃ, mett'ambusekavidhinā jitavā mun'indo."	"Jaya-maṅgala-aṭṭha-gāthā"	"Verses on the Eight Victory Blessings"	"Protective Recitations"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"62"
"75746"	"11"	""	""	"Trad"	""	"ukkhittakhaggam'<b>atihattha</b>sudāruṇan'taṃ, dhāvan'tiyojanapath'aṅgulimālavantaṃ. iddhī'bhisaṅkhatamano jitavā mun'indo."	"Jaya-maṅgala-aṭṭha-gāthā"	"Verses on the Eight Victory Blessings"	"Protective Recitations"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"62"
"75747"	"11"	""	""	"Trad"	""	"saccaṃ vihāya matisaccakavādaketuṃ, vād'<b>ābhiropita</b>manaṃ atiandhabhūtaṃ, paññāpadīpajalito jitavā mun'indo"	"Jaya-maṅgala-aṭṭha-gāthā"	"Verses on the Eight Victory Blessings"	"Protective Recitations"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"62"
"75748"	"11"	""	""	"Trad"	""	"saccaṃ vihāya matisaccakavādaketuṃ, vād'ābhiropitamanaṃ <b>atiandha</b>bhūtaṃ, paññāpadīpajalito jitavā mun'indo"	"Jaya-maṅgala-aṭṭha-gāthā"	"Verses on the Eight Victory Blessings"	"Protective Recitations"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"62"
"75750"	"11"	""	""	"Trad"	""	"nandopanandabhujagaṃ <b>vibudhaṃ</b> mah'iddhiṃ, puttena therabhujagena dam'āpayanto, iddh'ūpadesavidhinā jitavā mun'indo"	"Jaya-maṅgala-aṭṭha-gāthā"	"Verses on the Eight Victory Blessings"	"Protective Recitations"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"62"
"75751"	"9"	""	""	"Trad"	""	"etā pi buddhajayamaṅgal'āṭṭhagāthā, yo vācano dinadine sarate'm'atandī, hitvān'anekavividhāni c'<b>upaddavāni</b>, mokkhaṃ sukhaṃ adhigameyya naro sapañño"	"Jaya-maṅgala-aṭṭha-gāthā"	"Verses on the Eight Victory Blessings"	"Protective Recitations"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"62"
"75752"	"11"	""	""	"MJG"	""	"jayanto bodhiyā mūle, sakyānaṃ nandi<b>vaḍḍhano</b>. evaṃ tvaṃ vijayo hohi, jayassu jayamaṅgale."	"Jaya-parittaṃ"	"Protection for Victory"	"Protective Recitations"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"63"
"75753"	"11"	""	""	"DS1"	"tikamātikā"	"saṅkiliṭṭhasaṅkilesikā dhammā.
asaṅkiliṭṭhasaṅkilesikā dhammā.
asaṅkiliṭṭh'<b>āsaṅkilesikā</b> dhammā."	"Dhamma-saṅgaṇī-mātikā"	"Outlines from the Enumeration of Phenomena"	"Funeral Chants"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"65"
"75754"	"19"	""	""	"DS1"	"tikamātikā"	"ajjhattā dhammā. bahiddhā dhammā. <b>ajjhattabahiddhā</b> dhammā."	"Dhamma-saṅgaṇī-mātikā"	"Outlines from the Enumeration of Phenomena"	"Funeral Chants"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"65"
"75756"	"11"	""	""	"Thai"	""	"puññass'idāni katassa yān'aññāni katāni me, tesañ'ca bhāgino hontu satta-anant'<b>āppamāṇakā</b>"	"Sabba-patti-dāna"	"Sharing of All Merits"	"Sharing of Merits"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"71"
"75757"	"11"	""	""	"Thai"	""	"sattā tiṭṭhanti lokasmiṃ te bhummā catu<b>yonikā</b>, pañc'ekacatuvokārā saṃsarantā bhavābhave"	"Sabba-patti-dāna"	"Sharing of All Merits"	"Sharing of Merits"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"AN10.177"	"jāṇussoṇisuttaṃ"	"so kāyassa bhedā paraṃ maraṇā tiracchānayoniṃ upapajjati. yo tiracchāna<b>yonikānaṃ</b> sattānaṃ āhāro, tena so tattha yāpeti, tena so tattha tiṭṭhati."	"71"
"75758"	"14"	""	""	"Thai"	""	"ñātaṃ ye pattidānam'me anumodantu te sayaṃ, ye c'imaṃ nappajānanti devā tesaṃ <b>nivedayuṃ</b>"	"Sabba-patti-dāna"	"Sharing of All Merits"	"Sharing of Merits"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"71"
"75759"	""	""	""	"Trad"	""	"katvāna kaṭṭham'udaraṃ iva <b>gabbhinīyā</b>, ciñcāya duṭṭhavacanaṃ janakāyamajjhe, santena somavidhinā jitavā mun'indo"	"Jaya-maṅgala-aṭṭha-gāthā"	"Verses on the Eight Victory Blessings"	"Protective Recitations"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"62"
"75760"	"19"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"SN56.7"	"vitakkasuttaṃ"	"mā, bhikkhave, pāpake akusale vitakke vitakketha, seyyath'īdaṃ, kāmavitakkaṃ, <b>vyāpādavitakkaṃ</b>, vihiṃsāvitakkaṃ."	""	""	""	""
